timestamp,person,position,track_id
2023-11-21 13:31:08,Both,both,0R0zZnqPg7yOWb4PRmW8nC
2023-11-21 13:33:17,Both,both,0GEYcEQvjY0lOVeALByDbu
2023-11-21 13:35:21,Both,both,6VKNW0svDbddkdNDGAE0NY
2023-11-21 13:37:26,Both,both,7IdFdRlCjUi6kkhbPoRfnw
2023-11-21 13:40:14,Both,both,78dswNVxn2Sgr7rIyuoNwa
2023-11-21 13:42:26,Both,both,4h6rLRQt8ARN8xA6ZLnpiw
2023-11-21 13:44:43,Both,both,0Y7crWWzWhHSN48eOdmXEZ
2023-11-21 13:47:37,Both,both,7bfHR7MgW9oAK4ZagZfViv
2023-11-21 13:50:06,Both,both,26NyJM0Y3eXi4h07V7zQCC
2023-11-21 13:52:11,Both,both,3QGsuHI8jO1Rx4JWLUh9jd
2023-11-21 13:54:43,Both,both,7B3z0ySL9Rr0XvZEAjWZzM
2023-11-21 13:57:40,Both,both,1zi7xx7UVEFkmKfv06H8x0
2023-11-21 14:00:39,Both,both,1Ke6bqdvdGJF1ftvuO8qtP
2023-11-21 14:02:55,Both,both,1TweDM3JC49LNeelLVg3yX
2023-11-21 14:05:03,Both,both,29Hn3L56DQ6y7W249oVxqd
2023-11-21 14:40:05,Both,both,0M3HkE321xpCbCYqVKzr1q
2023-11-21 14:42:20,Both,both,1au2UduxcvHfa0fZS3Szci
2023-11-21 14:44:34,Both,both,2PLOCIYlFr8XxNsz0Lgs4l
2023-11-21 14:46:41,Both,both,6olUplztLFFfU7fMYmFXOP
2023-11-21 14:49:22,Both,both,5JRMqkR82k2fdDEAim9SCN
2023-11-21 14:51:34,Both,both,5JRMqkR82k2fdDEAim9SCN
2023-11-21 14:54:08,Both,both,0zLClc0emc6qUeV1p5nc99
2023-11-21 14:56:39,Both,both,75KFRFmcuGFkWlP0QAwFvq
2023-11-21 14:59:21,Both,both,7B3z0ySL9Rr0XvZEAjWZzM
2023-11-21 15:01:25,Both,both,0pmTeBCjn4gRbg8HmQzxXr
2023-11-21 15:03:55,Both,both,0Ep9wqVQKcWCiI0PzbbLog
2023-11-21 15:06:21,Both,both,4mL25h2hl6gdyu9tNTudnI
2023-11-21 15:08:35,Both,left,0uG0JpNmXY6ldOUKUa6kq1
2023-11-21 15:10:45,Both,left,0gR8HJmT457poShbgYXmV8
